Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2022,DC,District of Columbia,District of Columbia,11001,11001000704,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.7,10.9,2753,2430,POINT (-77.0752384 38.9300215),11001000704,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001002102,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,16.3,,,14.6,18.2,5099,3984,POINT (-77.0142356 38.9557854),11001002102,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001007203,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.6,,,8.5,10.7,3748,3307,POINT (-76.9994857 38.8781777),11001007203,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001007301,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.2,,,1.1,1.3,3841,2645,POINT (-77.024445 38.834928),11001007301,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001008301,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,4.5,,,4.1,5.0,3220,2781,POINT (-77.0008008 38.8970373),11001008301,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2021,DC,District of Columbia,District of Columbia,11001,11001010201,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,22.2,,,19.2,25.6,3341,3192,POINT (-77.0184625 38.8779576),11001010201,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001009204,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,23.9,,,21.9,26.1,2889,2225,POINT (-76.9987071 38.9234161),11001009204,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001009302,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,4.6,,,4.2,5.0,1750,1476,POINT (-76.9907773 38.9251636),11001009302,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009509,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.0,,,4.5,5.5,3194,2643,POINT (-76.9950319 38.949214),11001009509,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000102,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.4,,,2.2,2.7,3417,2929,POINT (-77.0620045 38.905422),11001000102,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007901,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,19.4,,,17.6,21.3,4148,3165,POINT (-76.9804319 38.8965543),11001007901,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001007502,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.5,,,15.2,19.7,4687,3418,POINT (-76.9697843 38.8568592),11001007502,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001003901,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,32.3,,,28.2,36.6,2598,2428,POINT (-77.0401076 38.9254851),11001003901,RISKBEH,BINGE,CrdPrv,Binge Drinking
2022,DC,District of Columbia,District of Columbia,11001,11001009400,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,34.1,,,28.6,39.7,4424,3564,POINT (-76.9742464 38.9368061),11001009400,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001000300,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.6,,,1.4,1.7,6161,5081,POINT (-77.0748728 38.9179099),11001000300,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001000501,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.3,,,1.2,1.4,3829,3470,POINT (-77.051434 38.9264548),11001000501,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,7.1,,,6.3,8.0,5371,4377,POINT (-77.0705215 38.9462221),11001001200,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001005900,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,7.7,,,6.6,8.9,2617,2543,POINT (-77.0149475 38.8959944),11001005900,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2022,DC,District of Columbia,District of Columbia,11001,11001007803,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,16.8,,,15.1,18.6,4590,3540,POINT (-76.9407751 38.8962674),11001007803,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,DC,District of Columbia,District of Columbia,11001,11001000400,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,75.1,,,71.9,78.2,1643,1410,POINT (-77.0649214 38.9227989),11001000400,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001008701,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,73.4,,,69.2,77.2,2814,2404,POINT (-77.0062645 38.9141018),11001008701,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,3.6,,,3.2,4.0,5371,4377,POINT (-77.0705215 38.9462221),11001001200,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007000,BRFSS,Disability,Any disability among adults,%,Crude prevalence,13.5,,,11.4,15.6,2697,2323,POINT (-76.9959451 38.8812697),11001007000,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000502,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,8.6,,,7.9,9.4,3418,2972,POINT (-77.0595624 38.9283547),11001000502,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001000902,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,5.0,,,4.4,5.5,2317,1731,POINT (-77.1077517 38.9285125),11001000902,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001000600,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,20.5,,,17.9,23.2,4676,3848,POINT (-77.0675114 38.9368114),11001000600,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2022,DC,District of Columbia,District of Columbia,11001,11001004401,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.0,,,0.9,1.1,3430,3236,POINT (-77.0282129 38.9186825),11001004401,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001001004,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.1,,,1.9,2.3,4480,3529,POINT (-77.0853886 38.9487665),11001001004,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009906,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,14.2,,,12.7,15.8,1773,1407,POINT (-76.9359151 38.8879464),11001009906,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001005801,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,68.1,,,63.3,72.4,1672,1570,POINT (-77.0205095 38.8975634),11001005801,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001000400,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,80.0,,,76.5,83.0,1643,1410,POINT (-77.0649214 38.9227989),11001000400,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001005601,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,7.5,,,6.7,8.5,2900,2852,POINT (-77.0524317 38.901567),11001005601,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001001804,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,14.0,,,12.9,15.3,5500,4129,POINT (-77.0304334 38.9670945),11001001804,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2022,DC,District of Columbia,District of Columbia,11001,11001005004,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.0,,,3.6,4.4,3861,3532,POINT (-77.0283862 38.907252),11001005004,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001007304,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,36.1,,,29.4,42.9,4410,3210,POINT (-76.9855591 38.8417979),11001007304,HLTHOUT,OBESITY,CrdPrv,Obesity
2022,DC,District of Columbia,District of Columbia,11001,11001002503,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3.0,,,2.7,3.3,3031,2622,POINT (-77.0271734 38.9386375),11001002503,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001003702,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.0,,,14.1,20.1,2906,2421,POINT (-77.0343972 38.9249042),11001003702,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001000804,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,4.4,,,4.0,4.9,3832,3035,POINT (-77.0918347 38.9221746),11001000804,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001008804,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,39.5,,,34.9,44.7,2417,2063,POINT (-76.9812669 38.9102408),11001008804,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001010400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.3,,,18.8,24.0,4616,3616,POINT (-77.0009082 38.8512668),11001010400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001009400,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.5,,,9.0,11.9,4424,3564,POINT (-76.9742464 38.9368061),11001009400,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,74.0,,,69.9,77.8,5371,4377,POINT (-77.0705215 38.9462221),11001001200,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001006600,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,31.6,,,27.4,36.2,2164,1854,POINT (-76.9982439 38.8877585),11001006600,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001000201,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,35.1,,,29.4,41.3,4108,4079,POINT (-77.0743418 38.9092171),11001000201,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001000600,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,73.0,,,68.1,77.4,4676,3848,POINT (-77.0675114 38.9368114),11001000600,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001009804,BRFSS,Disability,Any disability among adults,%,Crude prevalence,33.3,,,29.3,37.3,2517,1872,POINT (-76.997258 38.8420148),11001009804,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001004802,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.8,,,5.6,8.1,3634,3180,POINT (-77.0188917 38.9062118),11001004802,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001006802,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.9,11.2,2580,2055,POINT (-76.9814483 38.8832158),11001006802,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001007808,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,17.8,,,15.9,19.8,3792,2833,POINT (-76.9192026 38.8922212),11001007808,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001003301,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,8.0,,,7.1,9.1,3824,3325,POINT (-77.0114293 38.9204778),11001003301,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001009807,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,30.3,,,26.5,34.7,3523,2717,POINT (-77.0117577 38.8292038),11001009807,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001004201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.1,,,8.1,10.2,3548,3398,POINT (-77.0388456 38.9162076),11001004201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001007201,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,1.4,,,1.2,1.6,2985,2786,POINT (-76.9999179 38.8738481),11001007201,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001006400,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.4,,,20.6,28.4,2481,2042,POINT (-77.0114342 38.8688572),11001006400,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,DC,District of Columbia,District of Columbia,11001,11001007803,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,86.5,,,83.6,89.2,4590,3540,POINT (-76.9407751 38.8962674),11001007803,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2022,DC,District of Columbia,District of Columbia,11001,11001002001,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,17.3,,,15.5,19.1,2926,2250,POINT (-77.0351061 38.9597034),11001002001,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009811,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,70.8,,,63.2,77.3,4438,2988,POINT (-76.9984594 38.826651),11001009811,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,DC,District of Columbia,District of Columbia,11001,11001004902,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,17.3,,,14.8,20.1,3449,3022,POINT (-77.0243932 38.9058867),11001004902,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001004300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.4,,,8.4,10.6,4436,4151,POINT (-77.0341511 38.916804),11001004300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001009603,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,14.1,,,12.6,15.6,3971,3034,POINT (-76.9477195 38.8918285),11001009603,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001000102,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,3.7,,,3.3,4.1,3417,2929,POINT (-77.0620045 38.905422),11001000102,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2022,DC,District of Columbia,District of Columbia,11001,11001004901,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.1,,,2.0,2.3,3380,2925,POINT (-77.0244761 38.9113296),11001004901,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001003000,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,33.8,,,28.2,39.5,3561,3032,POINT (-77.0299525 38.9288689),11001003000,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001003500,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,67.1,,,61.5,72.2,4801,4489,POINT (-77.024341 38.9223765),11001003500,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001001003,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,7.2,,,6.3,8.2,3111,2257,POINT (-77.0930741 38.9492362),11001001003,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,DC,District of Columbia,District of Columbia,11001,11001004703,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,21.6,,,18.9,24.7,3331,3067,POINT (-77.0170713 38.9034762),11001004703,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,DC,District of Columbia,District of Columbia,11001,11001000802,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,22.6,,,19.5,26.0,3327,2669,POINT (-77.0896118 38.9126765),11001000802,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001009504,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,24.9,,,21.5,28.8,3208,2696,POINT (-76.9931121 38.9409032),11001009504,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001007605,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.7,,,5.9,9.9,3663,2862,POINT (-76.9752566 38.8660433),11001007605,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001007903,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,3.4,,,3.0,3.8,1865,1509,POINT (-76.9743021 38.8964252),11001007903,DISABLT,HEARING,CrdPrv,Hearing Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007901,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.2,,,10.8,13.5,4148,3165,POINT (-76.9804319 38.8965543),11001007901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
