X,Y,NAME,ADDRESS,LICENSE_NUMBER,LICENSE_TYPE,LICENSE_ISSUE_DATE,LICENSE_EXPIRATION_DATE,WARD,ZIPCODE,CONTACT_TYPE,EMAIL,PHONE,FAX_NUMBER,START_TIME,END_TIME,POINT_OF_CONTACT,OTHER_CONTACT_DESCRIPTION,C_O_HO_PERMIT_ISSUED_DATE,FIRE_INSPECTION_DATE,NUMBER_OF_INFANTS,NUMBER_OF_PRESCHOOL_CHILDREN,NUMBER_OF_TODDLERS,NUM_OF_SCHOOL_AGE_CHILDREN,AUTHORIZED_CAPACITY,INSPECTOR_ASSIGNED,LATITUDE,LONGITUDE,XCOORD,YCOORD,MAR_MATCHADDRESS,MARID,OBJECTID
-8568860.78164295,4703269.4861874,Vee's Early Education Center,"2130 Minnesota AVE, SE ",CDC-909820,Full License,2024/01/08 05:00:00+00,2026/12/31 05:00:00+00,8,20020,Owner/Director,veesandassocgroup@gmail.com,(202) 889-6918,,,,Cherrealle Moore,,2009/12/14 05:00:00+00,2024/10/31 04:00:00+00,3,9,9,0,21,Zulieka.Crawford@dc.gov,38.87140693,-76.9753838,402136.16,133731.5,2130 MINNESOTA AVENUE SE,51303,140167
-8573452.55117541,4716800.430503,De Colores Learning Center #2,"308  Sheridan  ST, NW ",CDC-909824,Full License,2024/01/03 05:00:00+00,2027/01/31 05:00:00+00,4,20011,Owner/Director,florencia@decoloresdc.com,(202) 291-2164,,,,Florencia Del Villar,,2011/08/18 04:00:00+00,2024/10/07 04:00:00+00,0,20,16,0,36,yesset.makonnen@dc.gov,38.96597751,-77.01663235,398558.58,144229.51,308 SHERIDAN STREET NW,284574,140168
-8570875.73463782,4706746.25665676,"Capitol Hill Learning Group, LLC","907 Maryland AVE, NE ",CDC-909843,Full License,2023/04/19 04:00:00+00,2026/02/28 05:00:00+00,6,20002,Center Director,marthaherndon.chlg@gmail.com,(202) 316-8990,,,,Martha Herndon,,2010/07/16 04:00:00+00,2024/01/08 05:00:00+00,0,50,0,0,50,ronica.milledge1@dc.gov,38.89571892,-76.99348443,400565.22,136430.05,907 MARYLAND AVENUE NE,81944,140169
-8570378.74056128,4697507.39605377,"Little Apple Childcare Center, LLC","908 Southern AVE, SE ",CDC-909849,Full License,2024/03/13 04:00:00+00,2027/01/31 05:00:00+00,8,20032,Owner/Director,wendyweekes908@hotmail.com,(202) 562-7273,,,,Wendy Weekes,,2010/02/25 05:00:00+00,2023/05/16 04:00:00+00,3,3,9,0,15,ronica.milledge1@dc.gov,38.83109575,-76.98901986,400953.38,129256.48,908 SOUTHERN AVENUE SE,81992,140170
-8570192.49698222,4701199.75340406,Emergent Preparatory Academy,"2801 Stanton RD, SE ",CDC-909852,Full License,2024/10/03 04:00:00+00,2027/01/31 05:00:00+00,8,20020,Owner/Director,deloresmcgee.emergent@gmail.com,(202) 610-3111,,,,Delores Mcgee,,2012/02/24 05:00:00+00,2023/12/07 05:00:00+00,0,31,32,30,93,Zulieka.Crawford@dc.gov,38.85692997,-76.9873468,401098.25,132124.24,2801 STANTON ROAD SE,44747,140171
-8569445.77829761,4700102.14416959,UPO @ Frederick Douglass,"3240 Stanton RD, SE ",CDC-909855,Full License,2024/01/25 05:00:00+00,2026/12/31 05:00:00+00,8,20020,Center Director,awhite@upo.org,(202) 889-2080,,,,Anita White,,2011/03/09 05:00:00+00,2023/12/13 05:00:00+00,16,31,8,0,55,candia.faison@dc.gov,38.8492511,-76.98063892,401680.65,131271.97,3240 STANTON ROAD SE,156534,140172
-8570745.70256892,4711976.45036934,UPO @ Luke C. Moore Academy,"1001 Monroe ST, NE ",CDC-909857,Full License,2024/08/14 04:00:00+00,2027/06/30 04:00:00+00,5,20017,Center Director,jlemons@upo.org,(202) 671-6313,,,,Jacqueline Lemons,,2010/08/23 04:00:00+00,2024/02/14 05:00:00+00,4,0,4,0,8,ronica.milledge1@dc.gov,38.93227638,-76.99231633,400666.21,140488.24,1001 MONROE STREET NE,294504,140173
-8576372.65918402,4707577.08191746,Children's Creative Learning Center,"1875  I ST,  NW ",CDC-909876,Full License,2024/05/01 04:00:00+00,2027/05/31 04:00:00+00,2,20006,Center Director,centerdirectorisquare@gmail.com,(202) 473-7010,,,,Rachel Gordon,,2011/01/24 05:00:00+00,2024/02/13 05:00:00+00,16,24,44,0,84,yesset.makonnen@dc.gov,38.90152739,-77.04286412,396281.88,137075.69,1875 I STREET NW,279443,140174
-8576213.13253373,4708355.60287315,Children's Creative Learning Center @ The World Bank,"1225  Connecticut  AVE, NW ",CDC-909879,Full License,2024/05/01 04:00:00+00,2027/05/31 04:00:00+00,2,20036,Center Director,kzieleniewski@worldbank.org,(202) 473-7010,,,,Katarzyna Teodozja Zieleniewski,,2011/01/24 05:00:00+00,2024/02/13 05:00:00+00,16,88,21,0,125,yesset.makonnen@dc.gov,38.90696976,-77.04143107,396406.46,137679.78,1225 CONNECTICUT AVENUE NW,241767,140175
-8576407.82121338,4710434.4473414,Lanier Lullabies Child Development Center,"1844  Columbia RD, NW ",CDC-909885,Full License,2023/10/03 04:00:00+00,2026/09/30 04:00:00+00,1,20009,Center Director,lanierlullabies@yahoo.com,(202) 525-1556,,,,Julie Lujan,,2010/12/16 05:00:00+00,2024/03/12 04:00:00+00,8,0,9,5,22,candia.faison@dc.gov,38.92150021,-77.04317999,396255.53,139292.85,1844 COLUMBIA ROAD NW,226499,140176
-8564203.79648714,4704333.6285651,Manley Science and Technology Center,"4628 H ST, SE ",CDC-910001,Full License,2024/03/08 05:00:00+00,2026/12/31 05:00:00+00,7,20019,Owner/Director,manleysciencecdc@gmail.com,(202) 584-7334,,,,Victoria Manley,,2012/11/30 05:00:00+00,2024/12/24 05:00:00+00,8,6,16,0,30,kanell.johnson@dc.gov,38.87884903,-76.93354941,405765.89,134559.44,4628 H STREET SE,18660,140177
-8576819.66102741,4707931.25231513,Bright Horizons @ L Street,"2101 L ST, NW ",CDC-910010,Full License,2024/01/19 05:00:00+00,2026/12/31 05:00:00+00,2,20037,Center Director,lstreet@brighthorizons.com,(202) 887-8433,,,,Kisha Foy,,2011/05/17 04:00:00+00,2024/10/17 04:00:00+00,32,52,64,0,148,candia.faison@dc.gov,38.90400333,-77.04687961,395933.71,137350.71,2101 L STREET NW,242479,140178
-8574096.42589824,4713883.57148444,Euphemia L. Haynes Public Charter School,"4501 Kansas AVE, NW ",CDC-910013,Full License,2024/07/17 04:00:00+00,2027/02/28 05:00:00+00,4,20011,Other,esedp@elhaynes.org,(202) 379-8066,,,,Juanita Hall,Assistant Site Coordinator/Program Assistant,2011/03/25 04:00:00+00,2024/03/27 04:00:00+00,0,136,0,103,239,yesset.makonnen@dc.gov,38.94560189,-77.02241638,398056.76,141967.7,4501 KANSAS AVENUE NW,284930,140179
-8568422.09546461,4699875.97289126,Kids Are People Too CDC IV,"2279 Savannah ST, SE ",CDC-910016,Temporary Closure,2024/02/02 05:00:00+00,2024/05/01 04:00:00+00,8,20020,Center Director,kidsarepeopletoocdc@gmail.com,(202) 450-3496,,,,Kala Taylor,,2016/09/16 04:00:00+00,2021/10/18 04:00:00+00,8,0,5,0,13,jazmin.hunt@dc.gov,38.84766911,-76.97144302,402478.96,131096.53,2279 SAVANNAH STREET SE,278135,140180
-8574037.43594652,4711423.72558468,Woodbridge Day Care Center IV,"629 Columbia RD, NW ",CDC-910028,Full License,2024/05/08 04:00:00+00,2027/04/30 04:00:00+00,1,20001,Center Director,Woodbridge_corporate@yahoo.com,(202) 370-6260,,,,Annette Brown,,2013/06/07 04:00:00+00,2025/01/14 05:00:00+00,6,13,8,0,27,stephanie.tindal@dc.gov,38.92841389,-77.02188646,398102.24,140059.67,629 COLUMBIA ROAD NW,237890,140181
-8568882.9504753,4706585.61988016,AppleTree Early Learning PCS - Oklahoma Ave. Campus,"330  21st  ST, NE ",CDC-910032,Full License,2024/08/27 04:00:00+00,2027/02/28 05:00:00+00,7,20002,Other,danielle.jones@appletreeinstitute.org,(202) 629-2179,,,,Devon Tucker,District Operations & Compliance Manager,2011/07/08 04:00:00+00,2024/03/06 05:00:00+00,0,144,0,0,144,candia.faison@dc.gov,38.89459581,-76.97558295,402118.19,136305.64,330 21ST STREET NE,307321,140182
-8568809.16239669,4700032.36600167,AppleTree Early Learning PCS - Douglas Knoll Campus,"2017 Savannah TER, SE ",CDC-910033,Full License,2024/09/24 04:00:00+00,2027/01/31 05:00:00+00,8,20020,Other,devon.tucker@appletreeinstitute.org,(202) 629-2545,,,,Devon Tucker,Operations & Compliance Specialist,2011/08/11 04:00:00+00,2024/03/21 04:00:00+00,0,80,0,0,80,candia.faison@dc.gov,38.84876326,-76.9749201,402177.09,131217.9,2017 SAVANNAH TERRACE SE,278045,140183
-8574195.25279164,4712620.98390667,The Ideal Child Care Development Center II,"801 Rock Creek Church RD, NW ",CDC-910047,Full License,2024/08/16 04:00:00+00,2026/10/31 04:00:00+00,4,20010,Owner/Director,ideald1@verizon.net,(202) 722-0633,,,,Yves-Carmel Decelian Cadet,,2011/09/16 04:00:00+00,2024/04/22 04:00:00+00,16,20,16,0,52,stephanie.tindal@dc.gov,38.93678017,-77.02330415,397979.55,140988.43,801 ROCK CREEK CHURCH ROAD NW,228315,140184
-8569385.45671132,4711202.13786795,Growth Spurts Child Learning Center @ Judah,"1715  Rhode Island AVE, NE ",CDC-910051,Full License,2024/06/17 04:00:00+00,2026/09/30 04:00:00+00,5,20018,Owner/Director,growthspurtscdc@aol.com,(202) 258-5220,,,,Calvin Smith,,2009/04/30 04:00:00+00,2024/04/23 04:00:00+00,0,15,0,16,31,jazmin.hunt@dc.gov,38.92686536,-76.98009703,401725.81,139887.73,1715 RHODE ISLAND AVENUE NE,57426,140185
-8573209.85607725,4707673.55026236,Kids Come First - Unit 2,"200  K ST, NW SUITE 2",CDC-910052,Full License,2024/12/06 05:00:00+00,2027/01/31 05:00:00+00,6,20001,Center Director,cdysonkcf@gmail.com,(202) 733-1213,,,,Chiquita Dyson,,2014/04/11 04:00:00+00,2024/04/29 04:00:00+00,8,9,40,0,57,jazmin.hunt@dc.gov,38.90220146,-77.01445219,398746.4,137149.78,200 K STREET NW,238362,140186
-8573209.85607725,4707673.55026236,Kids Come First - Unit 5,"200 K ST, NW SUITE 5",CDC-910055,Full License,2024/07/12 04:00:00+00,2026/12/31 05:00:00+00,6,20001,Center Director,cdysonkcf@gmail.com,(202) 733-1213,,,,Chiquita Dyson,,2014/04/11 04:00:00+00,2024/04/17 04:00:00+00,8,0,14,0,22,jazmin.hunt@dc.gov,38.90220146,-77.01445219,398746.4,137149.78,200 K STREET NW,238362,140187
-8573859.15683989,4715393.65338485,Blandi's Child Learning Center,"504 Kennedy ST, NW ",CDC-910057,Full License,2023/08/21 04:00:00+00,2026/07/31 04:00:00+00,4,20011,Owner/Director,blandichildlearningcenter@yahoo.com,(202) 248-6347,,,,Blandina Fernandez,,2011/11/03 04:00:00+00,2024/12/09 05:00:00+00,16,22,26,0,64,candia.faison@dc.gov,38.95615142,-77.02028495,398241.79,143138.75,504 KENNEDY STREET NW,285060,140188
-8575242.82079487,4706072.20227247,Smithsonian Early Enrichment Center I - AHM,"1400  Constitution AVE, NW ",CDC-910075,Full License,2024/08/22 04:00:00+00,2026/12/31 05:00:00+00,2,20560,Other,mcmahonm@si.edu,(202) 633-3660,,,,Meredith McMahon,Executive Director,,2024/01/08 05:00:00+00,0,55,0,0,55,candia.faison@dc.gov,38.89100578,-77.03271462,397161.85,135907.38,1400 CONSTITUTION AVENUE NW,310702,140189
-8574665.65293446,4715153.31546459,Curious Mind Child Development Center,"5309 Georgia  AVE, NW ",CDC-910080,Full License,2024/09/23 04:00:00+00,2027/02/28 05:00:00+00,4,20011,Owner/Director,info@curiousmindchildcare.com,(202) 536-5010,,,,Braudilia Mendez,,2015/03/24 04:00:00+00,2024/09/04 04:00:00+00,8,0,8,0,16,stephanie.tindal@dc.gov,38.95447251,-77.02752983,397613.78,142952.54,5309 GEORGIA AVENUE NW,254651,140190
-8575548.65896819,4710016.88972296,Semillitas Early Learning Center,"2100  New Hampshire AVE, NW ",CDC-910083,Full License,2024/05/02 04:00:00+00,2026/12/31 05:00:00+00,1,20009,Center Director,info@semillitaschildcare.com,(202) 588-0035,,,,Violeta Chirino,,2012/01/10 05:00:00+00,2024/05/02 04:00:00+00,8,9,8,0,25,candia.faison@dc.gov,38.91858185,-77.03546201,396924.69,138968.6,2100 NEW HAMPSHIRE AVENUE NW,299902,140191
-8566366.16408901,4707440.69016421,Educare of Washington DC,"640 Anacostia AVE, NE ",CDC-910085,Full License,2024/05/16 04:00:00+00,2027/01/31 05:00:00+00,7,20019,Center Director,kjohnson1@educaredc.org,(202) 727-5604,,,,Krystina Johnson,,2012/05/08 04:00:00+00,2024/04/11 04:00:00+00,16,70,89,0,175,kanell.johnson@dc.gov,38.90057388,-76.95297428,404079.16,136970.02,640 ANACOSTIA AVENUE NE,309405,140192
-8576343.28749285,4706564.10363396,Fingerprints Child Development Center,"1849  C ST, NW ",CDC-910096,Full License,2024/04/01 04:00:00+00,2027/03/31 04:00:00+00,2,20240,Center Director,fngr@brighthorizons.com,(202) 219-1127,,,,Sarah Serenius,,2014/09/30 04:00:00+00,2024/09/17 04:00:00+00,16,35,30,0,81,candia.faison@dc.gov,38.89444538,-77.04260027,396304.4,136289.52,1849 C STREET NW,293214,140193
-8569644.93700945,4706852.50933671,UPO @ Azeeze Bates,"444 16th ST, NE ",CDC-910099,Full License,2024/08/20 04:00:00+00,2027/06/30 04:00:00+00,7,20002,Center Director,nervin@upo.org,(202) 388-7960,,,,Nicole Ervin,,2013/05/03 04:00:00+00,2023/10/27 04:00:00+00,8,0,24,0,32,ronica.milledge1@dc.gov,38.89646178,-76.98242799,401524.34,136512.64,444 16TH STREET NE,277568,140194
-8574803.54586109,4713307.00200677,CentroNia @ Upshur Street,"1288 Upshur ST, NW ",CDC-910102,Full License,2023/10/31 04:00:00+00,2026/10/31 04:00:00+00,4,20011,Center Director,rpinillos@centronia.org,(202) 726-1275,,,,Raquel Pinillos,,2017/10/05 04:00:00+00,2023/10/26 04:00:00+00,16,28,16,0,60,Zulieka.Crawford@dc.gov,38.94157353,-77.02876854,397505.96,141520.67,1288 UPSHUR STREET NW,223664,140195
-8574613.80140089,4706226.28268961,Smithsonian Early Enrichment Center II - NHM,"1000 Constitution AVE, NW ",CDC-910115,Restricted,2025/01/22 05:00:00+00,2025/04/21 04:00:00+00,6,20004,Other,McMahonM@si.edu,(202) 633-1399,,,,Meredith McMahon,Kia Holt Williams,,2023/08/16 04:00:00+00,8,27,32,20,87,kimberly.handon-lindsey@dc.gov,38.89208309,-77.02706404,397652.1,136026.81,,809136,140196
-8564986.8309699,4707486.7607796,Kids Are People Too CDC V,"4315 Nannie Helen Burroughs AVE, NE ",CDC-910116,Full License,2024/03/19 04:00:00+00,2027/01/31 05:00:00+00,7,20019,Center Director,kaptcdc@gmail.com,(202) 397-1200,,,,Ruth Thompson,,2016/12/09 05:00:00+00,2023/09/27 04:00:00+00,24,0,76,0,100,jazmin.hunt@dc.gov,38.90089596,-76.94058352,405153.95,137006.4,4315 NANNIE HELEN BURROUGHS AVENUE NE,310999,140197
-8575687.82636285,4719556.77081642,Trusting Hands Child Development Center,"7750  16th ST, NW ",CDC-910138,Full License,2024/09/09 04:00:00+00,2026/10/31 04:00:00+00,4,20012,Center Director,tecnwilliams@gmail.com,(202) 285-4168,,,,Tracie Williams,,2021/02/04 05:00:00+00,2024/05/07 04:00:00+00,15,0,5,0,20,candia.faison@dc.gov,38.98522676,-77.03671216,396819.25,146366.87,7750 16TH STREET NW,256418,140198
-8562998.88248341,4706901.40729646,UPO @ H. D. Woodson High School,"540  55th ST, NE ",CDC-910147,Full License,2024/07/15 04:00:00+00,2026/05/31 04:00:00+00,7,20019,Center Director,juwright@upo.org,(202) 658-9395,,,,Juliet Wright-Fuller,,2013/08/15 04:00:00+00,2024/06/27 04:00:00+00,6,0,5,0,11,Zulieka.Crawford@dc.gov,38.89680331,-76.92272548,406703.39,136553.28,540 55TH STREET NE,309633,140199
-8569717.21303385,4703080.34176801,UPO @ Anacostia High School,"1601 16th ST, SE ",CDC-910148,Full License,2023/12/15 05:00:00+00,2026/10/31 04:00:00+00,8,20020,Center Director,nterry@upo.org,(202) 724-4135,,,,Natasha Terry,,2013/08/15 04:00:00+00,2023/12/12 05:00:00+00,8,0,16,0,24,stephanie.tindal@dc.gov,38.87008406,-76.98307725,401468.56,133584.5,1601 16TH STREET SE,155922,140200
-8575090.44647478,4710124.47427862,Future Leaders Academy @ YMCA Anthony Bowen,"1325 W ST, NW ",CDC-910151,Full License,2024/12/12 05:00:00+00,2026/12/31 05:00:00+00,1,20009,Other,dana.noble@ymcadc.org,(202) 232-6936,,,,Dana Noble,Program Director,2013/07/01 04:00:00+00,2024/06/20 04:00:00+00,0,0,0,30,30,stephanie.tindal@dc.gov,38.91933378,-77.03134581,397281.68,139051.94,1325 W STREET NW,240290,140201
-8578732.90502212,4708315.3775123,The French Maternal School @ N Street,"3224  N ST, NW ",CDC-910157,Full License,2023/10/03 04:00:00+00,2026/09/30 04:00:00+00,2,20007,Center Director,ppacot@frenchmaternalschool.com,(202) 333-0183,,,,Peggy Pacot,,2013/06/10 04:00:00+00,2024/02/22 05:00:00+00,0,51,9,0,60,candia.faison@dc.gov,38.90668824,-77.06406657,394443.14,137649.7,3224 N STREET NW,272154,140202
-8575130.01408968,4712923.1414532,Little Praudde Child Developmentcenter LLC,"1341 Randolph ST, NW ",CDC-910160,Full License,2024/06/10 04:00:00+00,2026/12/31 05:00:00+00,4,20011,Center Director,praudde_homecare2009@yahoo.com,(202) 299-6313,,,,Sonia Parada,,2013/08/16 04:00:00+00,2023/11/29 05:00:00+00,6,3,4,0,13,kimberly.handon-lindsey@dc.gov,38.93889145,-77.03170125,397251.61,141223.02,1341 RANDOLPH STREET NW,225136,140203
-8582882.69154668,4711306.71736648,Palisades Montessori LLC,"2828  Hurst TER, NW ",CDC-910161,Full License,2024/01/30 05:00:00+00,2027/01/31 05:00:00+00,3,20016,Center Director,gwendolyn@palisadesmontessori.com,(202) 537-6807,,,,Gwendolyn Hines,,2013/06/06 04:00:00+00,2024/12/05 05:00:00+00,0,24,0,0,24,yesset.makonnen@dc.gov,38.92759621,-77.10134472,391212.37,139973.55,2828 HURST TERRACE NW,224133,140204
-8571854.51700871,4697235.31832433,"Jewel's New Beginning Learning Center, LLC","4309  3rd  ST, SE ",CDC-910163,Full License,2024/04/04 04:00:00+00,2026/08/31 04:00:00+00,8,20032,Owner/Director,jewel@jnblc.org,(202) 506-3124,,,,Jewel Parker,,2018/11/19 05:00:00+00,2024/04/01 04:00:00+00,0,12,13,10,35,ronica.milledge1@dc.gov,38.8291921,-77.00227698,399802.29,129045.07,4309 3RD STREET SE,295828,140205
-8573013.85444987,4708449.55946741,UPO @ Dunbar High School,"101 N ST, NW ",CDC-910165,Full License,2024/02/21 05:00:00+00,2027/02/28 05:00:00+00,5,20001,Center Director,vfonge@upo.org,(202) 724-4407,,,,Victorine Fonge,,2013/08/15 04:00:00+00,2024/03/15 04:00:00+00,8,0,2,0,10,ronica.milledge1@dc.gov,38.90762655,-77.01269148,398899.21,137751.95,101 N STREET NW,309947,140206
-8575358.27660928,4715234.09047321,Estrellitas Montessori School,"5331 Colorado AVE, NW ",CDC-910167,Full License,2023/11/17 05:00:00+00,2026/11/30 05:00:00+00,4,20011,Center Director,info@estrellitasdc.com,(202) 248-7827,,,,Brenda Vasquez Bercian,,2013/06/18 04:00:00+00,2023/08/30 04:00:00+00,38,46,64,0,148,kimberly.handon-lindsey@dc.gov,38.95503678,-77.03375177,397074.5,143015.36,5331 COLORADO AVENUE NW,255845,140207
-8578915.94681501,4708921.94548227,"Little Folks School, Inc.","3247 Q ST, NW ",CDC-910169,Full License,2024/02/05 05:00:00+00,2027/01/31 05:00:00+00,2,20007,Center Director,littlefolks@littlefolks.org,(202) 333-6571,,,,James Gilroy,,2013/09/10 04:00:00+00,2024/10/23 04:00:00+00,0,17,51,0,68,yesset.makonnen@dc.gov,38.91092828,-77.06571086,394300.86,138120.48,3247 Q STREET NW,305086,140208
-8570248.59660023,4702641.40309558,Baby Einstein Child Development Center,"1225 Good Hope RD, SE ",CDC-910173,Restricted,2025/02/27 05:00:00+00,2025/03/28 04:00:00+00,8,20020,Center Director,rs2720@yahoo.com,(202) 610-5437,,,,Regina Snead,,2014/02/03 05:00:00+00,2024/10/15 04:00:00+00,8,23,15,6,52,Zulieka.Crawford@dc.gov,38.86701405,-76.98785075,401054.36,133243.64,1225 GOOD HOPE ROAD SE,70926,140209
-8570477.33838303,4702226.56157449,Bethel Christian Fellowship Early Childhood Development Center,"2220 Martin Luther King AVE, SE ",CDC-910174,Full License,2023/04/04 04:00:00+00,2026/03/31 04:00:00+00,8,20020,Center Director,bcfcdc@gmail.com,(202) 678-8934,,,,Wanda Edwards,,2017/01/19 05:00:00+00,2024/01/04 05:00:00+00,0,32,0,0,32,kimberly.handon-lindsey@dc.gov,38.86411245,-76.98990557,400876.07,132921.52,2220 MARTIN LUTHER KING JR AVENUE SE,50017,140210
-8575224.54756535,4715466.60690807,Mana Bilingual Child Development Center 2,"5511 Colorado AVE, NW ",CDC-910190,Full License,2024/03/12 04:00:00+00,2027/01/31 05:00:00+00,4,20011,Center Director,manacdc1@gmail.com,(202) 722-1638,,,,Grosbin Gerardo Rodriguez Galvez,,2014/07/11 04:00:00+00,2024/11/19 05:00:00+00,8,16,26,0,50,kimberly.handon-lindsey@dc.gov,38.95666071,-77.03255046,397178.69,143195.63,5511 COLORADO AVENUE NW,254851,140211
-8564296.34601288,4704873.05497593,YMCA @ KIPP DC  Benning Road,"4801 Benning RD, SE ",CDC-910191,Full License,2024/05/23 04:00:00+00,2026/10/31 04:00:00+00,7,20019,Other,theresa.williams@YMCADC.ORG,(240) 640-0684,,,,Theresa Williams,POC,2012/09/26 04:00:00+00,2023/09/20 04:00:00+00,0,24,0,75,99,kimberly.handon-lindsey@dc.gov,38.88262089,-76.93438079,405693.45,134978.13,4801 BENNING ROAD SE,17421,140212
-8569014.13012328,4709890.51675197,"Loving Care Day Nursery, Inc  #2","1818 New York AVE, NE  #101 ",CDC-910198,Full License,2024/01/12 05:00:00+00,2026/12/31 05:00:00+00,5,20002,Owner/Director,anniepankey@hotmail.com,(202) 547-1877,,,,Annie Pankey,,2014/05/21 04:00:00+00,2024/03/18 04:00:00+00,40,64,80,0,184,candia.faison@dc.gov,38.91769826,-76.97676135,402015.31,138870.21,1818 NEW YORK AVENUE NE,55416,140213
-8574070.72811197,4709313.41957567,Barbara Chambers Children's  Center #2,"1734 7th ST, NW ",CDC-910207,Full License,2024/03/05 05:00:00+00,2027/02/28 05:00:00+00,2,20001,Center Director,marese@barbarachambers.org,(202) 518-0456,,,,Maria Arese,,2011/07/22 04:00:00+00,2024/03/12 04:00:00+00,12,0,24,0,36,kimberly.handon-lindsey@dc.gov,38.91366496,-77.02218553,398075.91,138422.42,1734 7TH STREET NW,279361,140214
-8573174.32511685,4713449.377689,Gap Community Childcare Center Inc.,"209  Upshur ST, NW ",CDC-910214,Full License,2025/01/28 05:00:00+00,2026/09/30 04:00:00+00,4,20011,Owner/Director,thardmon@gapccc.com,(202) 462-3636,,,,Travis Hardmon,,2014/07/14 04:00:00+00,2024/09/04 04:00:00+00,23,36,52,0,111,stephanie.tindal@dc.gov,38.94256796,-77.01413301,398774.78,141630.8,209 UPSHUR STREET NW,307112,140215
-8573017.82270494,4715491.81304973,Happy Feet LLC,"127  Kennedy  ST, NW ",CDC-910216,Full License,2024/10/24 04:00:00+00,2026/12/31 05:00:00+00,4,20011,Center Director,HAPPYFEETDC1@GMAIL.COM,(202) 297-4216,,,,John Mejia,,2014/07/02 04:00:00+00,2023/11/20 05:00:00+00,8,8,8,0,24,kimberly.handon-lindsey@dc.gov,38.95683712,-77.01272712,398896.88,143214.75,127 KENNEDY STREET NW,245866,140216
-8575242.95264976,4705542.94513569,USDA Child Development Center,"201 14th ST, SW First Floor",CDC-910220,Full License,2023/12/15 05:00:00+00,2026/11/30 05:00:00+00,2,20004,Center Director,elba.lopez@kindercare.com,(202) 205-1133,,,,Elba Lopez,,2014/06/23 04:00:00+00,2024/12/06 05:00:00+00,16,48,16,0,80,kanell.johnson@dc.gov,38.88730514,-77.0327158,397161.6,135496.58,201 14TH STREET SW,291704,140217
-8572075.65637119,4706881.65237366,Thurgood Marshall Child Development  Center,"1 Columbus CIR, NE ",CDC-910226,Full License,2024/01/08 05:00:00+00,2026/09/30 04:00:00+00,6,20002,Center Director, director@tmcdc.org,(202) 502-2475,,,,Sharon Hall- Fleming,,,2024/09/11 04:00:00+00,18,20,32,0,70,jazmin.hunt@dc.gov,38.89666519,-77.0042635,399630.15,136535.12,1 COLUMBUS CIRCLE NE,285727,140218
-8574119.66986578,4715396.71262683,"Meriam  Academy, LLC","704 Kennedy ST, NW ",CDC-910230,Full License,2024/04/17 04:00:00+00,2027/04/30 04:00:00+00,4,20011,Other,MERIAMACADEMY@GMAIL.COM,(202) 248-1848,,,,Meriam Guiral,Owner,2014/10/31 04:00:00+00,2024/01/04 05:00:00+00,5,18,5,0,28,candia.faison@dc.gov,38.95617279,-77.02262518,398038.95,143141.17,704 KENNEDY STREET NW,250247,140219
